abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
['Guts'; 'Steadfast'; 'Vital Spirit'],0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,35,6400,70,210,75,Scuffle PokÃ©mon,35,1000000,0.7,35,Balkieãƒãƒ«ã‚­ãƒ¼,Tyrogue,100,236,35,35,35,fighting,,21,2,0
['Intimidate'; 'Technician'; 'Steadfast'],0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,95,6400,70,455,45,Handstand PokÃ©mon,95,1000000,1.4,50,Kapoererã‚«ãƒã‚¨ãƒ©ãƒ¼,Hitmontop,100,237,35,110,70,fighting,,48,2,0
['Oblivious'; 'Forewarn'; 'Hydration'],2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,30,6400,70,305,45,Kiss PokÃ©mon,15,1000000,0.4,45,Muchulãƒ ãƒãƒ¥ãƒ¼ãƒ«,Smoochum,0,238,85,65,65,ice,psychic,6,2,0
['Static'; 'Vital Spirit'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,63,6400,70,360,45,Electric PokÃ©mon,37,1000000,0.6,45,Elekidã‚¨ãƒ¬ã‚­ãƒƒãƒ‰,Elekid,75.4,239,65,55,95,electric,,23.5,2,0
['Flame Body'; 'Vital Spirit'],0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,75,6400,70,365,45,Live Coal PokÃ©mon,37,1000000,0.7,45,Bubyãƒ–ãƒ“ã‚£,Magby,75.4,240,70,55,83,fire,,21.4,2,0
['Thick Fat'; 'Scrappy'; 'Sap Sipper'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,490,45,Milk Cow PokÃ©mon,105,1250000,1.2,95,MiltankãƒŸãƒ«ã‚¿ãƒ³ã‚¯,Miltank,0,241,40,70,100,normal,,75.5,2,0
['Natural Cure'; 'Serene Grace'; 'Healer'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10,10240,140,540,30,Happiness PokÃ©mon,10,800000,1.5,255,Happinasãƒãƒ”ãƒŠã‚¹,Blissey,0,242,75,135,55,normal,,46.8,2,0
['Pressure'; 'Inner Focus'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,20480,35,580,3,Thunder PokÃ©mon,75,1250000,1.9,90,Raikouãƒ©ã‚¤ã‚³ã‚¦,Raikou,,243,115,100,115,electric,,178,2,1
['Pressure'; 'Inner Focus'],0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,115,20480,35,580,3,Volcano PokÃ©mon,85,1250000,2.1,115,Enteiã‚¨ãƒ³ãƒ†ã‚¤,Entei,,244,90,75,100,fire,,198,2,1
['Pressure'; 'Inner Focus'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,20480,35,580,3,Aurora PokÃ©mon,115,1250000,2,100,Suicuneã‚¹ã‚¤ã‚¯ãƒ³,Suicune,,245,90,115,85,water,,187,2,1
['Guts'; 'Sand Veil'],1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,64,10240,35,300,45,Rock Skin PokÃ©mon,50,1250000,0.6,50,Yogirasãƒ¨ãƒ¼ã‚®ãƒ©ã‚¹,Larvitar,50,246,45,50,41,rock,ground,72,2,0
['Shed Skin'],1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,84,10240,35,410,45,Hard Shell PokÃ©mon,70,1250000,1.2,70,Sanagirasã‚µãƒŠã‚®ãƒ©ã‚¹,Pupitar,50,247,65,70,51,rock,ground,152,2,0
['Sand Stream'; 'Unnerve'],2,0.5,1,1,2,4,0.5,0.5,0.5,2,2,1,0.5,0.5,0,1,2,2,164,10240,35,700,45,Armor PokÃ©mon,150,1250000,2,100,Bangirasãƒãƒ³ã‚®ãƒ©ã‚¹,Tyranitar,50,248,95,120,71,rock,dark,202,2,0
['Pressure'; 'Multiscale'],1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,90,30720,0,680,3,Diving PokÃ©mon,130,1250000,5.2,106,Lugiaãƒ«ã‚®ã‚¢,Lugia,,249,90,154,110,psychic,flying,216,2,1
['Pressure'; 'Regenerator'],0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,130,30720,0,680,3,Rainbow PokÃ©mon,90,1250000,3.8,106,Hououãƒ›ã‚¦ã‚ªã‚¦,Ho-Oh,,250,110,154,90,fire,flying,199,2,1
['Natural Cure'],4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,100,30720,100,600,45,Time Travel PokÃ©mon,100,1059860,0.6,100,Celebiã‚»ãƒ¬ãƒ“ã‚£,Celebi,,251,100,100,100,psychic,grass,5,2,1
