abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
['Overcoat'; 'Magic Guard'; 'Regenerator'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,5120,70,290,200,Cell PokÃ©mon,40,1059860,0.3,45,Uniranãƒ¦ãƒ‹ãƒ©ãƒ³,Solosis,50,577,105,50,20,psychic,,1,5,0
['Overcoat'; 'Magic Guard'; 'Regenerator'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,40,5120,70,370,100,Mitosis PokÃ©mon,50,1059860,0.6,65,Doublanãƒ€ãƒ–ãƒ©ãƒ³,Duosion,50,578,125,60,30,psychic,,8,5,0
['Overcoat'; 'Magic Guard'; 'Regenerator'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,65,5120,70,490,50,Multiplying PokÃ©mon,75,1059860,1,110,Lanculusãƒ©ãƒ³ã‚¯ãƒ«ã‚¹,Reuniclus,50,579,125,85,30,psychic,,20.1,5,0
['Keen Eye'; 'Big Pecks'; 'Hydration'],0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,44,5120,70,305,190,Water Bird PokÃ©mon,50,1000000,0.5,62,Koaruhieã‚³ã‚¢ãƒ«ãƒ’ãƒ¼,Ducklett,50,580,44,50,55,water,flying,5.5,5,0
['Keen Eye'; 'Big Pecks'; 'Hydration'],0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,87,5120,70,473,45,White Bird PokÃ©mon,63,1000000,1.3,75,Swannaã‚¹ãƒ¯ãƒ³ãƒŠ,Swanna,50,581,87,63,98,water,flying,24.2,5,0
['Ice Body'; 'Snow Cloak'; 'Weak Armor'],1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,305,255,Fresh Snow PokÃ©mon,50,1250000,0.4,36,Vanipetiãƒãƒ‹ãƒ—ãƒƒãƒ,Vanillite,50,582,65,60,44,ice,,5.7,5,0
['Ice Body'; 'Snow Cloak'; 'Weak Armor'],1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,65,5120,70,395,120,Icy Snow PokÃ©mon,65,1250000,1.1,51,Vanirichãƒãƒ‹ãƒªãƒƒãƒ,Vanillish,50,583,80,75,59,ice,,41,5,0
['Ice Body'; 'Snow Warning'; 'Weak Armor'],1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,95,5120,70,535,45,Snowstorm PokÃ©mon,85,1250000,1.3,71,Baivanillaãƒã‚¤ãƒãƒ‹ãƒ©,Vanilluxe,50,584,110,95,79,ice,,57.5,5,0
['Chlorophyll'; 'Sap Sipper'; 'Serene Grace'],2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,335,190,Season PokÃ©mon,50,1000000,0.6,60,Shikijikaã‚·ã‚­ã‚¸ã‚«,Deerling,50,585,40,50,75,normal,grass,19.5,5,0
['Chlorophyll'; 'Sap Sipper'; 'Serene Grace'],2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,475,75,Season PokÃ©mon,70,1000000,1.9,80,Mebukijikaãƒ¡ãƒ–ã‚­ã‚¸ã‚«,Sawsbuck,50,586,60,70,95,normal,grass,92.5,5,0
['Static'; 'Motor Drive'],0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,75,5120,70,428,200,Sky Squirrel PokÃ©mon,60,1000000,0.4,55,Emongaã‚¨ãƒ¢ãƒ³ã‚¬,Emolga,50,587,75,60,103,electric,flying,5,5,0
['Swarm'; 'Shed Skin'; 'No Guard'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,75,3840,70,315,200,Clamping PokÃ©mon,45,1000000,0.5,50,Kaburumoã‚«ãƒ–ãƒ«ãƒ¢,Karrablast,50,588,40,45,60,bug,,5.9,5,0
['Swarm'; 'Shell Armor'; 'Overcoat'],0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,135,3840,70,495,75,Cavalry PokÃ©mon,105,1000000,1,70,Chevargoã‚·ãƒ¥ãƒãƒ«ã‚´,Escavalier,50,589,60,105,20,bug,steel,33,5,0
['Effect Spore'; 'Regenerator'],1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,55,5120,70,294,190,Mushroom PokÃ©mon,45,1000000,0.2,69,Tamagetakeã‚¿ãƒžã‚²ã‚¿ã‚±,Foongus,50,590,55,55,15,grass,poison,1,5,0
['Effect Spore'; 'Regenerator'],1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,85,5120,70,464,75,Mushroom PokÃ©mon,70,1000000,0.6,114,Morobareruãƒ¢ãƒ­ãƒãƒ¬ãƒ«,Amoonguss,50,591,85,80,30,grass,poison,10.5,5,0
['Water Absorb'; 'Cursed Body'; 'Damp'],0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,40,5120,70,335,190,Floating PokÃ©mon,50,1000000,1.2,55,Pururillãƒ—ãƒ«ãƒªãƒ«,Frillish,50,592,65,85,40,water,ghost,33,5,0
['Water Absorb'; 'Cursed Body'; 'Damp'],0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,60,5120,70,480,60,Floating PokÃ©mon,70,1000000,2.2,100,Burungelãƒ–ãƒ«ãƒ³ã‚²ãƒ«,Jellicent,50,593,85,105,60,water,ghost,135,5,0
['Healer'; 'Hydration'; 'Regenerator'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,10240,70,470,75,Caring PokÃ©mon,80,800000,1.2,165,Mamanbouãƒžãƒžãƒ³ãƒœã‚¦,Alomomola,50,594,40,45,65,water,,31.6,5,0
['Compoundeyes'; 'Unnerve'; 'Swarm'],1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,47,5120,70,319,190,Attaching PokÃ©mon,50,1000000,0.1,50,Bachuruãƒãƒãƒ¥ãƒ«,Joltik,50,595,57,50,65,bug,electric,0.6,5,0
['Compoundeyes'; 'Unnerve'; 'Swarm'],1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,77,5120,70,472,75,EleSpider PokÃ©mon,60,1000000,0.8,70,Dentulaãƒ‡ãƒ³ãƒãƒ¥ãƒ©,Galvantula,50,596,97,60,108,bug,electric,14.3,5,0
['Iron Barbs'],1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,50,5120,70,305,255,Thorn Seed PokÃ©mon,91,1000000,0.6,44,Tesseedãƒ†ãƒƒã‚·ãƒ¼ãƒ‰,Ferroseed,50,597,24,86,10,grass,steel,18.8,5,0
['Iron Barbs'; 'Anticipation'],1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,94,5120,70,489,90,Thorn Pod PokÃ©mon,131,1000000,1,74,NutreyãƒŠãƒƒãƒˆãƒ¬ã‚¤,Ferrothorn,50,598,54,116,20,grass,steel,110,5,0
['Plus'; 'Minus'; 'Clear Body'],0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,55,5120,70,300,130,Gear PokÃ©mon,70,1059860,0.3,40,Giaruã‚®ã‚¢ãƒ«,Klink,,599,45,60,30,steel,,21,5,0
['Plus'; 'Minus'; 'Clear Body'],0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,80,5120,70,440,60,Gear PokÃ©mon,95,1059860,0.6,60,Gigiaruã‚®ã‚®ã‚¢ãƒ«,Klang,,600,70,85,50,steel,,51,5,0
['Plus'; 'Minus'; 'Clear Body'],0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,100,5120,70,520,30,Gear PokÃ©mon,115,1059860,0.6,60,Gigigiaruã‚®ã‚®ã‚®ã‚¢ãƒ«,Klinklang,,601,70,85,90,steel,,81,5,0
['Levitate'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,55,5120,70,275,190,EleFish PokÃ©mon,40,1250000,0.2,35,Shibishirasuã‚·ãƒ“ã‚·ãƒ©ã‚¹,Tynamo,50,602,45,40,60,electric,,0.3,5,0
['Levitate'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,5120,70,405,60,EleFish PokÃ©mon,70,1250000,1.2,65,Shibibeelã‚·ãƒ“ãƒ“ãƒ¼ãƒ«,Eelektrik,50,603,75,70,40,electric,,22,5,0
['Levitate'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,115,5120,70,515,30,EleFish PokÃ©mon,80,1250000,2.1,85,Shibirudonã‚·ãƒ“ãƒ«ãƒ‰ãƒ³,Eelektross,50,604,105,80,50,electric,,80.5,5,0
['Telepathy'; 'Synchronize'; 'Analytic'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,5120,70,335,255,Cerebral PokÃ©mon,55,1000000,0.5,55,Ligrayãƒªã‚°ãƒ¬ãƒ¼,Elgyem,50,605,85,55,30,psychic,,9,5,0
['Telepathy'; 'Synchronize'; 'Analytic'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,5120,70,485,90,Cerebral PokÃ©mon,75,1000000,1,75,Ohbemã‚ªãƒ¼ãƒ™ãƒ ,Beheeyem,50,606,125,95,40,psychic,,34.5,5,0
['Flash Fire'; 'Flame Body'; 'Infiltrator'],0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,30,5120,70,275,190,Candle PokÃ©mon,55,1059860,0.3,50,Hitomoshiãƒ’ãƒˆãƒ¢ã‚·,Litwick,50,607,65,55,20,ghost,fire,3.1,5,0
['Flash Fire'; 'Flame Body'; 'Infiltrator'],0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,40,5120,70,370,90,Lamp PokÃ©mon,60,1059860,0.6,60,Lamplerãƒ©ãƒ³ãƒ—ãƒ©ãƒ¼,Lampent,50,608,95,60,55,ghost,fire,13,5,0
['Flash Fire'; 'Flame Body'; 'Infiltrator'],0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,55,5120,70,520,45,Luring PokÃ©mon,90,1059860,1,60,Chandelaã‚·ãƒ£ãƒ³ãƒ‡ãƒ©,Chandelure,50,609,145,90,80,ghost,fire,34.3,5,0
['Rivalry'; 'Mold Breaker'; 'Unnerve'],1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,87,10240,35,320,75,Tusk PokÃ©mon,60,1250000,0.6,46,Kibagoã‚­ãƒã‚´,Axew,50,610,30,40,57,dragon,,18,5,0
['Rivalry'; 'Mold Breaker'; 'Unnerve'],1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,117,10240,35,410,60,Axe Jaw PokÃ©mon,70,1250000,1,66,Onondoã‚ªãƒŽãƒ³ãƒ‰,Fraxure,50,611,40,50,67,dragon,,36,5,0
['Rivalry'; 'Mold Breaker'; 'Unnerve'],1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,147,10240,35,540,45,Axe Jaw PokÃ©mon,90,1250000,1.8,76,Ononokusã‚ªãƒŽãƒŽã‚¯ã‚¹,Haxorus,50,612,60,70,97,dragon,,105.5,5,0
['Snow Cloak'; 'Slush Rush'; 'Rattled'],1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,70,5120,70,305,120,Chill PokÃ©mon,40,1000000,0.5,55,Kumasyunã‚¯ãƒžã‚·ãƒ¥ãƒ³,Cubchoo,50,613,60,40,40,ice,,8.5,5,0
['Snow Cloak'; 'Slush Rush'; 'Swift Swim'],1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,130,5120,70,505,60,Freezing PokÃ©mon,80,1000000,2.6,95,Tunbearãƒ„ãƒ³ãƒ™ã‚¢ãƒ¼,Beartic,50,614,70,80,50,ice,,260,5,0
['Levitate'],1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,6400,70,515,25,Crystallizing PokÃ©mon,50,1000000,1.1,80,Freegeoãƒ•ãƒªãƒ¼ã‚¸ã‚ª,Cryogonal,,615,95,135,105,ice,,148,5,0
['Hydration'; 'Shell Armor'; 'Overcoat'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,40,3840,70,305,200,Snail PokÃ©mon,85,1000000,0.4,50,Chobomakiãƒãƒ§ãƒœãƒžã‚­,Shelmet,50,616,40,65,25,bug,,7.7,5,0
['Hydration'; 'Sticky Hold'; 'Unburden'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,70,3840,70,495,75,Shell Out PokÃ©mon,40,1000000,0.8,80,Agilderã‚¢ã‚®ãƒ«ãƒ€ãƒ¼,Accelgor,50,617,100,60,145,bug,,25.3,5,0
['Static'; 'Limber'; 'Sand Veil'],1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,66,5120,70,471,75,Trap PokÃ©mon,84,1000000,0.7,109,Maggyoãƒžãƒƒã‚®ãƒ§,Stunfisk,50,618,81,99,32,ground,electric,11,5,0
['Inner Focus'; 'Regenerator'; 'Reckless'],0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,85,6400,70,350,180,Martial Arts PokÃ©mon,50,1059860,0.9,45,Kojofuã‚³ã‚¸ãƒ§ãƒ•ãƒ¼,Mienfoo,50,619,55,50,65,fighting,,20,5,0
['Inner Focus'; 'Regenerator'; 'Reckless'],0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,125,6400,70,510,45,Martial Arts PokÃ©mon,60,1059860,1.4,65,Kojondoã‚³ã‚¸ãƒ§ãƒ³ãƒ‰,Mienshao,50,620,95,60,105,fighting,,35.5,5,0
['Rough Skin'; 'Sheer Force'; 'Mold Breaker'],1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,120,7680,70,485,45,Cave PokÃ©mon,90,1000000,1.6,77,Crimganã‚¯ãƒªãƒ ã‚¬ãƒ³,Druddigon,50,621,60,90,48,dragon,,139,5,0
['Iron Fist'; 'Klutz'; 'No Guard'],0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,74,6400,70,303,190,Automaton PokÃ©mon,50,1000000,1,59,Gobitã‚´ãƒ“ãƒƒãƒˆ,Golett,,622,35,50,35,ground,ghost,92,5,0
['Iron Fist'; 'Klutz'; 'No Guard'],0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,124,6400,70,483,90,Automaton PokÃ©mon,80,1000000,2.8,89,Goloogã‚´ãƒ«ãƒ¼ã‚°,Golurk,,623,55,80,55,ground,ghost,330,5,0
['Defiant'; 'Inner Focus'; 'Pressure'],1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,85,5120,35,340,120,Sharp Blade PokÃ©mon,70,1000000,0.5,45,Komatanaã‚³ãƒžã‚¿ãƒŠ,Pawniard,50,624,40,40,60,dark,steel,10.2,5,0
['Defiant'; 'Inner Focus'; 'Pressure'],1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,125,5120,35,490,45,Sword Blade PokÃ©mon,100,1000000,1.6,65,Kirikizanã‚­ãƒªã‚­ã‚¶ãƒ³,Bisharp,50,625,60,70,70,dark,steel,70,5,0
['Reckless'; 'Sap Sipper'; 'Soundproof'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,5120,70,490,45,Bash Buffalo PokÃ©mon,95,1000000,1.6,95,Buffronãƒãƒƒãƒ•ãƒ­ãƒ³,Bouffalant,50,626,40,95,55,normal,,94.6,5,0
['Keen Eye'; 'Sheer Force'; 'Hustle'],0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,83,5120,70,350,190,Eaglet PokÃ©mon,50,1250000,0.5,70,Washibonãƒ¯ã‚·ãƒœãƒ³,Rufflet,100,627,37,50,60,normal,flying,10.5,5,0
['Keen Eye'; 'Sheer Force'; 'Defiant'],0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,123,5120,70,510,60,Valiant PokÃ©mon,75,1250000,1.5,100,Warrgleã‚¦ã‚©ãƒ¼ã‚°ãƒ«,Braviary,100,628,57,75,80,normal,flying,41,5,0
['Big Pecks'; 'Overcoat'; 'Weak Armor'],1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,55,5120,35,370,190,Diapered PokÃ©mon,75,1250000,0.5,70,Valchaiãƒãƒ«ãƒãƒ£ã‚¤,Vullaby,0,629,45,65,60,dark,flying,9,5,0
['Big Pecks'; 'Overcoat'; 'Weak Armor'],1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,65,5120,35,510,60,Bone Vulture PokÃ©mon,105,1250000,1.2,110,Vulginaãƒãƒ«ã‚¸ãƒ¼ãƒŠ,Mandibuzz,0,630,55,95,80,dark,flying,39.5,5,0
['Gluttony'; 'Flash Fire'; 'White Smoke'],0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,97,5120,70,484,90,Anteater PokÃ©mon,66,1000000,1.4,85,Kuitaranã‚¯ã‚¤ã‚¿ãƒ©ãƒ³,Heatmor,50,631,105,66,65,fire,,58,5,0
['Swarm'; 'Hustle'; 'Truant'],0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,109,5120,70,484,90,Iron Ant PokÃ©mon,112,1000000,0.3,58,Aiantã‚¢ã‚¤ã‚¢ãƒ³ãƒˆ,Durant,50,632,48,48,109,bug,steel,33,5,0
['Hustle'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,65,10240,35,300,45,Irate PokÃ©mon,50,1250000,0.8,52,Monozuãƒ¢ãƒŽã‚º,Deino,50,633,45,50,38,dark,dragon,17.3,5,0
['Hustle'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,85,10240,35,420,45,Hostile PokÃ©mon,70,1250000,1.4,72,Diheadã‚¸ãƒ˜ãƒƒãƒ‰,Zweilous,50,634,65,70,58,dark,dragon,50,5,0
['Levitate'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,105,10240,35,600,45,Brutal PokÃ©mon,90,1250000,1.8,92,Sazandoraã‚µã‚¶ãƒ³ãƒ‰ãƒ©,Hydreigon,50,635,125,90,98,dark,dragon,160,5,0
['Flame Body'; 'Swarm'],0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,85,10240,70,360,45,Torch PokÃ©mon,55,1250000,1.1,55,Merlarvaãƒ¡ãƒ©ãƒ«ãƒ,Larvesta,50,636,50,55,60,bug,fire,28.8,5,0
['Flame Body'; 'Swarm'],0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,60,10240,70,550,15,Sun PokÃ©mon,65,1250000,1.6,85,Ulgamothã‚¦ãƒ«ã‚¬ãƒ¢ã‚¹,Volcarona,50,637,135,105,100,bug,fire,46,5,0
['Justified'],0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,90,20480,35,580,3,Iron Will PokÃ©mon,129,1250000,2.1,91,Cobalonã‚³ãƒãƒ«ã‚ªãƒ³,Cobalion,,638,90,72,108,steel,fighting,250,5,1
['Justified'],0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,129,20480,35,580,3,Cavern PokÃ©mon,90,1250000,1.9,91,Terrakionãƒ†ãƒ©ã‚­ã‚ªãƒ³,Terrakion,,639,72,90,108,rock,fighting,260,5,1
['Justified'],1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,90,20480,35,580,3,Grassland PokÃ©mon,72,1250000,2,91,Virizionãƒ“ãƒªã‚¸ã‚ªãƒ³,Virizion,,640,90,129,108,grass,fighting,200,5,1
['Prankster'; 'Defiant'; 'Regenerator'],0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,100,30720,90,580,3,Cyclone PokÃ©mon,80,1250000,1.5,79,Tornelos (keshin Forme)ãƒˆãƒ«ãƒãƒ­ã‚¹,Tornadus,100,641,110,90,121,flying,,63,5,1
['Prankster'; 'Defiant'; 'Volt Absorb'],0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,105,30720,90,580,3,Bolt Strike PokÃ©mon,70,1250000,1.5,79,Voltolos (keshin Forme)ãƒœãƒ«ãƒˆãƒ­ã‚¹,Thundurus,100,642,145,80,101,electric,flying,61,5,1
['Turboblaze'],0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,120,30720,0,680,3,Vast White PokÃ©mon,100,1250000,3.2,100,Reshiramãƒ¬ã‚·ãƒ©ãƒ ,Reshiram,,643,150,120,90,dragon,fire,330,5,1
['Teravolt'],1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,150,30720,0,680,3,Deep Black PokÃ©mon,120,1250000,2.9,100,Zekromã‚¼ã‚¯ãƒ­ãƒ ,Zekrom,,644,120,100,90,dragon,electric,345,5,1
['Sand Force'; 'Sheer Force'; 'Intimidate'],0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,145,30720,90,600,3,Abundance PokÃ©mon,90,1250000,1.5,89,Landlos (keshin Forme)ãƒ©ãƒ³ãƒ‰ãƒ­ã‚¹,Landorus,100,645,105,80,91,ground,flying,68,5,1
['Pressure'; 'Teravolt'; 'Turboblaze'],1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,120,30720,0,700,3,Boundary PokÃ©mon,90,1250000,3,125,Kyuremã‚­ãƒ¥ãƒ¬ãƒ ,Kyurem,,646,170,100,95,dragon,ice,325,5,1
['Justified'],0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,72,20480,35,580,3,Colt PokÃ©mon,90,1250000,1.4,91,Keldeo (itsumo No Sugata)ã‚±ãƒ«ãƒ‡ã‚£ã‚ª,Keldeo,,647,129,90,108,water,fighting,48.5,5,1
['Serene Grace'],2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,128,30720,100,600,3,Melody PokÃ©mon,90,1250000,0.6,100,Meloetta (step Forme)ãƒ¡ãƒ­ã‚¨ãƒƒã‚¿,Meloetta,,648,77,77,128,normal,psychic,6.5,5,1
['Download'],0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,120,30720,0,600,3,Paleozoic PokÃ©mon,95,1250000,1.5,71,Genesectã‚²ãƒŽã‚»ã‚¯ãƒˆ,Genesect,,649,120,95,99,bug,steel,82.5,5,1
