abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
['Snow Cloak'; 'Ice Body'],1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,60,8960,35,525,45,Fresh Snow PokÃ©mon,110,1000000,0.8,65,Glaciaã‚°ãƒ¬ã‚¤ã‚·ã‚¢,Glaceon,88.1,471,130,95,65,ice,,25.9,4,0
['Hyper Cutter'; 'Sand Veil'; 'Poison Heal'],0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,95,5120,70,510,30,Fang Scorp PokÃ©mon,125,1059860,2,75,Glionã‚°ãƒ©ã‚¤ã‚ªãƒ³,Gliscor,50,472,45,75,95,ground,flying,42.5,4,0
['Oblivious'; 'Snow Cloak'; 'Thick Fat'],1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,130,5120,70,530,50,Twin Tusk PokÃ©mon,80,1250000,2.5,110,Mammooãƒžãƒ³ãƒ ãƒ¼,Mamoswine,50,473,70,60,80,ice,ground,291,4,0
['Adaptability'; 'Download'; 'Analytic'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,535,30,Virtual PokÃ©mon,70,1000000,0.9,85,Porygon-zãƒãƒªã‚´ãƒ³ï¼º,Porygon-Z,,474,135,75,90,normal,,34,4,0
['Steadfast'; 'Justified'],1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,165,5120,35,618,45,Blade PokÃ©mon,95,1250000,1.6,68,Erureidoã‚¨ãƒ«ãƒ¬ã‚¤ãƒ‰,Gallade,100,475,65,115,110,psychic,fighting,52,4,0
['Sturdy'; 'Magnet Pull'; 'Sand Force'],0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,55,5120,70,525,60,Compass PokÃ©mon,145,1000000,1.4,60,Dainoseãƒ€ã‚¤ãƒŽãƒ¼ã‚º,Probopass,50,476,75,150,40,rock,steel,340,4,0
['Pressure'; 'Frisk'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,100,6400,35,525,45,Gripper PokÃ©mon,135,800000,2.2,45,Yonoirãƒ¨ãƒŽãƒ¯ãƒ¼ãƒ«,Dusknoir,50,477,65,135,45,ghost,,106.6,4,0
['Snow Cloak'; 'Cursed Body'],0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,80,5120,70,480,75,Snow Land PokÃ©mon,70,1000000,1.3,70,Yukimenokoãƒ¦ã‚­ãƒ¡ãƒŽã‚³,Froslass,0,478,80,70,110,ice,ghost,26.6,4,0
['Levitate'],0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,65,5120,70,520,45,Plasma PokÃ©mon,107,1000000,0.3,50,Rotomãƒ­ãƒˆãƒ ,Rotom,,479,105,107,86,electric,ghost,0.3,4,0
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,20480,140,580,3,Knowledge PokÃ©mon,130,1250000,0.3,75,Yuxieãƒ¦ã‚¯ã‚·ãƒ¼,Uxie,,480,75,130,95,psychic,,0.3,4,1
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,105,20480,140,580,3,Emotion PokÃ©mon,105,1250000,0.3,80,Emritã‚¨ãƒ ãƒªãƒƒãƒˆ,Mesprit,,481,105,105,80,psychic,,0.3,4,1
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,125,20480,140,580,3,Willpower PokÃ©mon,70,1250000,0.3,75,Agnomeã‚¢ã‚°ãƒŽãƒ ,Azelf,,482,125,70,115,psychic,,0.3,4,1
['Pressure'; 'Telepathy'],0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,120,30720,0,680,3,Temporal PokÃ©mon,120,1250000,5.4,100,Dialgaãƒ‡ã‚£ã‚¢ãƒ«ã‚¬,Dialga,,483,150,100,90,steel,dragon,683,4,1
['Pressure'; 'Telepathy'],1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,120,30720,0,680,3,Spatial PokÃ©mon,100,1250000,4.2,90,Palkiaãƒ‘ãƒ«ã‚­ã‚¢,Palkia,,484,150,120,100,water,dragon,336,4,1
['Flash Fire'; 'Flame Body'],0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,90,2560,100,600,3,Lava Dome PokÃ©mon,106,1250000,1.7,91,Heatranãƒ’ãƒ¼ãƒ‰ãƒ©ãƒ³,Heatran,50,485,130,106,77,fire,steel,430,4,1
['Slow Start'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,30720,0,670,3,Colossal PokÃ©mon,110,1250000,3.7,110,Regigigasãƒ¬ã‚¸ã‚®ã‚¬ã‚¹,Regigigas,,486,80,110,100,normal,,420,4,1
['Pressure'; 'Telepathy'; 'Levitate'],0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,120,30720,0,680,3,Renegade PokÃ©mon,100,1250000,4.5,150,Giratina (another Forme)ã‚®ãƒ©ãƒ†ã‚£ãƒŠ,Giratina,,487,120,100,90,ghost,dragon,750,4,1
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,30720,100,600,3,Lunar PokÃ©mon,120,1250000,1.5,120,Cresseliaã‚¯ãƒ¬ã‚»ãƒªã‚¢,Cresselia,0,488,75,130,85,psychic,,85.6,4,1
['Hydration'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,10240,70,480,30,Sea Drifter PokÃ©mon,80,1250000,0.4,80,Phioneãƒ•ã‚£ã‚ªãƒ,Phione,,489,80,80,80,water,,3.1,4,0
['Hydration'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,2560,70,600,3,Seafaring PokÃ©mon,100,1250000,0.3,100,ManaphyãƒžãƒŠãƒ•ã‚£,Manaphy,,490,100,100,100,water,,1.4,4,1
['Bad Dreams'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,30720,0,600,3,Pitch-Black PokÃ©mon,90,1250000,1.5,70,Darkraiãƒ€ãƒ¼ã‚¯ãƒ©ã‚¤,Darkrai,,491,135,90,125,dark,,50.5,4,1
['Natural Cure'; 'Serene Grace'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,103,30720,100,600,45,Gratitude PokÃ©mon,75,1059860,0.2,100,Shaymin (sky Forme)ã‚·ã‚§ã‚¤ãƒŸ,Shaymin,,492,120,75,127,grass,grass,2.1,4,1
['Multitype'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,120,30720,0,720,3,Alpha PokÃ©mon,120,1250000,3.2,120,Arceusã‚¢ãƒ«ã‚»ã‚¦ã‚¹,Arceus,,493,120,120,120,normal,,320,4,1
