abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
['Levitate'],2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,55,6400,70,460,45,Meteorite PokÃ©mon,65,800000,1,90,Lunatoneãƒ«ãƒŠãƒˆãƒ¼ãƒ³,Lunatone,,337,95,85,70,rock,psychic,168,3,0
['Levitate'],2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,95,6400,70,460,45,Meteorite PokÃ©mon,85,800000,1.2,90,Solrockã‚½ãƒ«ãƒ­ãƒƒã‚¯,Solrock,,338,55,65,70,rock,psychic,154,3,0
['Oblivious'; 'Anticipation'; 'Hydration'],1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,48,5120,70,288,190,Whiskers PokÃ©mon,43,1000000,0.4,50,Dojoachãƒ‰ã‚¸ãƒ§ãƒƒãƒ,Barboach,50,339,46,41,60,water,ground,1.9,3,0
['Oblivious'; 'Anticipation'; 'Hydration'],1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,78,5120,70,468,75,Whiskers PokÃ©mon,73,1000000,0.9,110,NamazunãƒŠãƒžã‚ºãƒ³,Whiscash,50,340,76,71,60,water,ground,23.6,3,0
['Hyper Cutter'; 'Shell Armor'; 'Adaptability'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,3840,70,308,205,Ruffian PokÃ©mon,65,1640000,0.6,43,Heiganiãƒ˜ã‚¤ã‚¬ãƒ‹,Corphish,50,341,50,35,35,water,,11.5,3,0
['Hyper Cutter'; 'Shell Armor'; 'Adaptability'],2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,120,3840,70,468,155,Rogue PokÃ©mon,85,1640000,1.1,63,Shizarigerã‚·ã‚¶ãƒªã‚¬ãƒ¼,Crawdaunt,50,342,90,55,55,water,dark,32.8,3,0
['Levitate'],2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,40,5120,70,300,255,Clay Doll PokÃ©mon,55,1000000,0.5,40,Yajilonãƒ¤ã‚¸ãƒ­ãƒ³,Baltoy,,343,40,70,55,ground,psychic,21.5,3,0
['Levitate'],2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,70,5120,70,500,90,Clay Doll PokÃ©mon,105,1000000,1.5,60,Nendollãƒãƒ³ãƒ‰ãƒ¼ãƒ«,Claydol,,344,70,120,75,ground,psychic,108,3,0
['Suction Cups'; 'Storm Drain'],2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,41,7680,70,355,45,Sea Lily PokÃ©mon,77,600000,1,66,Lilylaãƒªãƒªãƒ¼ãƒ©,Lileep,88.1,345,61,87,23,rock,grass,23.8,3,0
['Suction Cups'; 'Storm Drain'],2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,81,7680,70,495,45,Barnacle PokÃ©mon,97,600000,1.5,86,Yuradleãƒ¦ãƒ¬ã‚¤ãƒ‰ãƒ«,Cradily,88.1,346,81,107,43,rock,grass,60.4,3,0
['Battle Armor'; 'Swift Swim'],1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,95,7680,70,355,45,Old Shrimp PokÃ©mon,50,600000,0.7,45,Anopthã‚¢ãƒŽãƒ—ã‚¹,Anorith,88.1,347,40,50,75,rock,bug,12.5,3,0
['Battle Armor'; 'Swift Swim'],1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,125,7680,70,495,45,Plate PokÃ©mon,100,600000,1.5,75,Armaldoã‚¢ãƒ¼ãƒžãƒ«ãƒ‰,Armaldo,88.1,348,70,80,45,rock,bug,68.2,3,0
['Swift Swim'; 'Oblivious'; 'Adaptability'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,15,5120,70,200,255,Fish PokÃ©mon,20,600000,0.6,20,Hinbassãƒ’ãƒ³ãƒã‚¹,Feebas,50,349,10,55,80,water,,7.4,3,0
['Marvel Scale'; 'Competitive'; 'Cute Charm'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,5120,70,540,60,Tender PokÃ©mon,79,600000,6.2,95,MilokarossãƒŸãƒ­ã‚«ãƒ­ã‚¹,Milotic,50,350,100,125,81,water,,162,3,0
['Forecast'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,6400,70,420,45,Weather PokÃ©mon,70,1000000,0.3,70,Powalenãƒãƒ¯ãƒ«ãƒ³,Castform,50,351,70,70,70,normal,,0.8,3,0
['Color Change'; 'Protean'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,90,5120,70,440,200,Color Swap PokÃ©mon,70,1059860,1,60,Kakureonã‚«ã‚¯ãƒ¬ã‚ªãƒ³,Kecleon,50,352,60,120,40,normal,,22,3,0
['Insomnia'; 'Frisk'; 'Cursed Body'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,75,6400,35,295,225,Puppet PokÃ©mon,35,800000,0.6,44,Kagebouzuã‚«ã‚²ãƒœã‚¦ã‚º,Shuppet,50,353,63,33,45,ghost,,2.3,3,0
['Insomnia'; 'Frisk'; 'Cursed Body'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,165,6400,35,555,45,Marionette PokÃ©mon,75,800000,1.1,64,Juppetaã‚¸ãƒ¥ãƒšãƒƒã‚¿,Banette,50,354,93,83,75,ghost,,12.5,3,0
['Levitate'; 'Frisk'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,40,6400,35,295,190,Requiem PokÃ©mon,90,800000,0.8,20,Yomawaruãƒ¨ãƒžãƒ¯ãƒ«,Duskull,50,355,30,90,25,ghost,,15,3,0
['Pressure'; 'Frisk'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,70,6400,35,455,90,Beckon PokÃ©mon,130,800000,1.6,40,Samayouruã‚µãƒžãƒ¨ãƒ¼ãƒ«,Dusclops,50,356,60,130,25,ghost,,30.6,3,0
['Chlorophyll'; 'Solar Power'; 'Harvest'],1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,68,6400,70,460,200,Fruit PokÃ©mon,83,1250000,2,99,Tropiusãƒˆãƒ­ãƒ”ã‚¦ã‚¹,Tropius,50,357,72,87,51,grass,flying,100,3,0
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,6400,70,455,45,Wind Chime PokÃ©mon,80,800000,0.6,75,Chireanãƒãƒªãƒ¼ãƒ³,Chimecho,50,358,95,90,65,psychic,,1,3,0
['Pressure'; 'Super Luck'; 'Justified'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,150,6400,35,565,30,Disaster PokÃ©mon,60,1059860,1.2,65,Absolã‚¢ãƒ–ã‚½ãƒ«,Absol,50,359,115,60,115,dark,,47,3,0
['Shadow Tag'; 'Telepathy'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,23,5120,70,260,125,Bright PokÃ©mon,48,1000000,0.6,95,Sohnanoã‚½ãƒ¼ãƒŠãƒŽ,Wynaut,50,360,23,48,23,psychic,,14,3,0
['Inner Focus'; 'Ice Body'; 'Moody'],1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,300,190,Snow Hat PokÃ©mon,50,1000000,0.7,50,Yukiwarashiãƒ¦ã‚­ãƒ¯ãƒ©ã‚·,Snorunt,50,361,50,50,50,ice,,16.8,3,0
['Inner Focus'; 'Ice Body'; 'Moody'],1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,120,5120,70,580,75,Face PokÃ©mon,80,1000000,1.5,80,Onigohriã‚ªãƒ‹ã‚´ãƒ¼ãƒª,Glalie,50,362,120,80,100,ice,,256.5,3,0
['Thick Fat'; 'Ice Body'; 'Oblivious'],1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,40,5120,70,290,255,Clap PokÃ©mon,50,1059860,0.8,70,Tamazarashiã‚¿ãƒžã‚¶ãƒ©ã‚·,Spheal,50,363,55,50,25,ice,water,39.5,3,0
['Thick Fat'; 'Ice Body'; 'Oblivious'],1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,60,5120,70,410,120,Ball Roll PokÃ©mon,70,1059860,1.1,90,Todogglerãƒˆãƒ‰ã‚°ãƒ©ãƒ¼,Sealeo,50,364,75,70,45,ice,water,87.6,3,0
['Thick Fat'; 'Ice Body'; 'Oblivious'],1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,80,5120,70,530,45,Ice Break PokÃ©mon,90,1059860,1.4,110,Todoserugaãƒˆãƒ‰ã‚¼ãƒ«ã‚¬,Walrein,50,365,95,90,65,ice,water,150.6,3,0
['Shell Armor'; 'Rattled'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,64,5120,70,345,255,Bivalve PokÃ©mon,85,600000,0.4,35,Pearluluãƒ‘ãƒ¼ãƒ«ãƒ«,Clamperl,50,366,74,55,32,water,,52.5,3,0
['Swift Swim'; 'Water Veil'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,104,5120,70,485,60,Deep Sea PokÃ©mon,105,600000,1.7,55,Huntailãƒãƒ³ãƒ†ãƒ¼ãƒ«,Huntail,50,367,94,75,52,water,,27,3,0
['Swift Swim'; 'Hydration'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,84,5120,70,485,60,South Sea PokÃ©mon,105,600000,1.8,55,Sakurabyssã‚µã‚¯ãƒ©ãƒ“ã‚¹,Gorebyss,50,368,114,75,52,water,,22.6,3,0
['Swift Swim'; 'Rock Head'; 'Sturdy'],1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,90,10240,70,485,25,Longevity PokÃ©mon,130,1250000,1,100,Glanthã‚¸ãƒ¼ãƒ©ãƒ³ã‚¹,Relicanth,88.1,369,45,65,55,water,rock,23.4,3,0
['Swift Swim'; 'Hydration'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,30,5120,70,330,225,Rendezvous PokÃ©mon,55,800000,0.6,43,Lovecusãƒ©ãƒ–ã‚«ã‚¹,Luvdisc,24.6,370,40,65,97,water,,8.7,3,0
['Rock Head'; 'Sheer Force'],1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,10240,35,300,45,Rock Head PokÃ©mon,60,1250000,0.6,45,Tatsubayã‚¿ãƒ„ãƒ™ã‚¤,Bagon,50,371,40,30,50,dragon,,42.1,3,0
['Rock Head'; 'Overcoat'],1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,95,10240,35,420,45,Endurance PokÃ©mon,100,1250000,1.1,65,Komoruuã‚³ãƒ¢ãƒ«ãƒ¼,Shelgon,50,372,60,50,50,dragon,,110.5,3,0
['Intimidate'; 'Moxie'],0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,145,10240,35,700,45,Dragon PokÃ©mon,130,1250000,1.5,95,Bohmanderãƒœãƒ¼ãƒžãƒ³ãƒ€,Salamence,50,373,120,90,120,dragon,flying,102.6,3,0
['Clear Body'; 'Light Metal'],1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,55,10240,35,300,3,Iron Ball PokÃ©mon,80,1250000,0.6,40,Dumbberãƒ€ãƒ³ãƒãƒ«,Beldum,,374,35,60,30,steel,psychic,95.2,3,0
['Clear Body'; 'Light Metal'],1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,75,10240,35,420,3,Iron Claw PokÃ©mon,100,1250000,1.2,60,Metangãƒ¡ã‚¿ãƒ³ã‚°,Metang,,375,55,80,50,steel,psychic,202.5,3,0
['Clear Body'; 'Light Metal'],1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,145,10240,35,700,3,Iron Leg PokÃ©mon,150,1250000,1.6,80,Metagrossãƒ¡ã‚¿ã‚°ãƒ­ã‚¹,Metagross,,376,105,110,110,steel,psychic,550,3,0
['Clear Body'; 'Sturdy'],1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,100,20480,35,580,3,Rock Peak PokÃ©mon,200,1250000,1.7,80,Regirockãƒ¬ã‚¸ãƒ­ãƒƒã‚¯,Regirock,,377,50,100,50,rock,,230,3,1
['Clear Body'; 'Ice Body'],1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,20480,35,580,3,Iceberg PokÃ©mon,100,1250000,1.8,80,Regiceãƒ¬ã‚¸ã‚¢ã‚¤ã‚¹,Regice,,378,100,200,50,ice,,175,3,1
['Clear Body'; 'Light Metal'],0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,75,20480,35,580,3,Iron PokÃ©mon,150,1250000,1.9,80,Registeelãƒ¬ã‚¸ã‚¹ãƒãƒ«,Registeel,,379,75,150,50,steel,,205,3,1
['Levitate'],2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,100,30720,90,700,3,Eon PokÃ©mon,120,1250000,1.4,80,Latiasãƒ©ãƒ†ã‚£ã‚¢ã‚¹,Latias,0,380,140,150,110,dragon,psychic,40,3,1
['Levitate'],2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,130,30720,90,700,3,Eon PokÃ©mon,100,1250000,2,80,Latiosãƒ©ãƒ†ã‚£ã‚ªã‚¹,Latios,100,381,160,120,110,dragon,psychic,60,3,1
['Drizzle'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,150,30720,0,770,3,Sea Basin PokÃ©mon,90,1250000,4.5,100,Kyogreã‚«ã‚¤ã‚ªãƒ¼ã‚¬,Kyogre,,382,180,160,90,water,,352,3,1
['Drought'],1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,180,30720,0,770,3,Continent PokÃ©mon,160,1250000,3.5,100,Groudonã‚°ãƒ©ãƒ¼ãƒ‰ãƒ³,Groudon,,383,150,90,90,ground,,950,3,1
['Air Lock'],0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,180,30720,0,780,45,Sky High PokÃ©mon,100,1250000,7,105,Rayquazaãƒ¬ãƒƒã‚¯ã‚¦ã‚¶,Rayquaza,,384,180,100,115,dragon,flying,206.5,3,1
['Serene Grace'],1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,100,30720,100,600,3,Wish PokÃ©mon,100,1250000,0.3,100,Jirachiã‚¸ãƒ©ãƒ¼ãƒ,Jirachi,,385,100,100,100,steel,psychic,1.1,3,1
['Pressure'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,95,30720,0,600,3,DNA PokÃ©mon,90,1250000,1.7,50,Deoxysãƒ‡ã‚ªã‚­ã‚·ã‚¹,Deoxys,,386,95,90,180,psychic,,60.8,3,1
